name,checked_synonym,accepted_name,author
Crassula mesembryanthemoides X tecta,Crassula mesembryanthoides,Crassula mesembryanthoides,(Haw.) D.Dietr.
Crassula mesembrianthemopsis Dinter,Crassula mesembryanthemopsis,Crassula mesembryanthemopsis,Dinter
Crassula montis-draconis Dinter,Crassula montis-draconis,Crassula brevifolia subsp. brevifolia,
Crassula cf. namaquensis Schoenl. & Back.f.,Crassula,Crassula,L.
Crassula obliqua Sol.,Crassula obliqua,Crassula ovata,(Mill.) Druce
Crassula aff. perforata,Crassula,Crassula,L.
Crassula platyphy11a Harvey,Crassula platyphylla,Crassula nudicaulis var. platyphylla,(Harv.) Toelken
Crassula portulacea Lam. 'Black Ruby Jade',Crassula,Crassula,L.
Crassula portulacea La 'GREY-BARK',Crassula,Crassula,L.
Crassula portulacea Lam. 'HUMMEL'S SUNSET',Crassula,Crassula,L.
/Portulacea Crassula CV. RUBY JADE,Portulaca,Portulaca,L.
Crassula portulaceae 'RUBY JADE',Crassula,Crassula,L.
Crassula portulaceae'SUNRISE JADE',Crassula,Crassula,L.
Crassula rauhii Friedr.,Crassula rauhii,Crassula subacaulis subsp. erosula,(N.E.Br.) Toelken
Crassula schmidtii Regel,Crassula schmidtii,Crassula exilis subsp. schmidtii,(Regel) G.D.Rowley
Crassula sladenii Schoenl.,Crassula sladenii,Crassula sladenii,Schönland
Crassula saldenii Schoenl.,Crassula sladenii,Crassula sladenii,Schönland
Crassula septas Thunbg.,Crassula septas,Crassula capensis,(L.) Baill.
Crassula? socialis Schoenl.,Crassula,Crassula,L.
Crassula supe subaphylla (Eckl. et Zeyh.) Harv.,Crassula lutea,Crassula namaquensis subsp. lutea,(Schönland) Toelken
Crassula aff. triebneri Schoenl.,Crassula,Crassula,L.
Crassulaturrita Thunb.,,,
"Crassula #Morgan's Beauty""",Crassula,Crassula,L.
Crassula Cv. I Shocking Pink'    X Rupestris,Crassula,Crassula,L.
Crataegus boyntonii Bead1.,Crataegus boyntonii,Crataegus intricata,Lange
Crataegus marshallii Egglest.,Crataegus marshallii,Crataegus marshallii,Eggl.
Crataegus oxyacantha var. paulii Rehd.,Crataegus oxyacantha var. paulii,Crataegus rhipidophylla var. rhipidophylla,
Crataegus phaenopyrum Medic,Crataegus phaenopyrum,Crataegus phaenopyrum,(L.f.) Medik.
Crataegus rotundata,Crataegus rotundata,Crataegus dodgei,Ashe
Crataegus submollis Sarg.,Crataegus submollis,Crataegus submollis,Sarg.
Cremastra triloba Hay.,Cremastra triloba,Cremastra appendiculata var. variabilis,(Blume) I.D.Lund
Cremastra variabilis (Blume) Nakae,Cremastra variabilis,Cremastra appendiculata var. variabilis,(Blume) I.D.Lund
Crepis biennis L.,Crepis biennis,Crepis biennis,L.
Grinumgraminicola Verdoorn,,,
Grinum jagus (Thompson)Dandy,Crinum jagus,Crinum jagus,(J.Thomps.) Dandy
Crinum ornatum Herb.,Crinum ornatum,Crinum ornatum,(Aiton) Herb.
Crocosmia masonorum,Crocosmia masoniorum,Crocosmia masoniorum,(L.Bolus) N.E.Br.
Crocus crewei Hook. f.,Crocus crewei,Crocus crewei,Hook.f.
Crocus korolkovii Rgl. et Maw.,Crocus korolkowii,Crocus korolkowii,Maw & Regel
Crocus olivieri Gay,Crocus olivieri,Crocus olivieri,J.Gay
Crocus sativus L. var. cartwrightianus (Herbert) Baker,Crocus sativus var. cartwrightianus,Crocus cartwrightianus,Herb.
Crocus sativus L. var. cashmirianus,Crocus sativus var. cashmerianus,Crocus sativus,L.
Crocus sieberi Gay,Crocus sieberi,Crocus sieberi,J.Gay
Crocus sieberi Gay var. atticus,Crocus sieberi var. atticus,Crocus atticus,(Boiss. & Orph.) Orph.
Crotataria agatiflora ?,Crotalaria agatiflora,Crotalaria agatiflora,Schweinf.
Crotalaria agatiflora,Crotalaria agatiflora,Crotalaria agatiflora,Schweinf.
Crotalaria capensis Jacq.,Crotalaria capensis,Crotalaria capensis,Jacq.
Crotalaria cunninghamii R. Br.,Crotalaria cunninghamii,Crotalaria cunninghamii,R.Br.
Crotalaría incana L.,Crotalaria incana,Crotalaria incana,L.
Crotalaria retusa L.,Crotalaria retusa,Crotalaria retusa,L.
Croton adspersus Benth.,Croton adspersus,Croton adspersus,Benth.
Croton ruizianus Muell.. -Arg.,Croton ruizianus,Croton ruizianus,Müll.Arg.
Crowea angustifolia Turcz.,Crowea angustifolia,Crowea angustifolia var. angustifolia,
Crowea dentata (R. Br.) Benth,Crowea dentata,Crowea angustifolia var. platyphylla,Benth.
Cryptantha intermedia Greene,Cryptantha intermedia,Cryptantha intermedia,(A.Gray) Greene
Cryptbergia 'RUBRA',,,
Cryptomeria fortunei Hooibrenk,Cryptomeria fortunei,Cryptomeria japonica,(Thunb. ex L.f.) D.Don
Cryptophoranthus endresianus Kranzl.,Cryptophoranthus endresianus,Zootrophion endresianum,(Kraenzl.) Luer
Cryptostegia madagascariensis Boj.,Cryptostegia madagascariensis,Cryptostegia madagascariensis,Bojer ex Decne.
Cryptostylis erythroglossa,Cryptostylis erythroglossa,Cryptostylis arachnites,(Blume) Hassk.
Cucumis cyminum,Cucumis,Cucumis,L.
Cucumis dipsaceus Ehrenb.,Cucumis dipsaceus,Cucumis dipsaceus,Ehrenb. ex Spach
Cudramia,Cudrania,Maclura,Nutt.
Cummingia,Cummingia,Conanthera,Ruiz & Pav.
Cupaniopsis anacardiodes (A. Rich.) Radlhn.,Cupaniopsis anacardioides,Cupaniopsis anacardioides,(A.Rich.) Radlk.
Cuphea ciliata R.&P.,Cuphea ciliata,Cuphea decandra,W.T.Aiton
Cuphea lanceolata Ait.,Cuphea lanceolata,Cuphea procumbens,Ortega
Cuphea platycentra Lem.,Cuphea platycentra,Cuphea ignea,A.DC.
Cussonia angolensis Hiern.,Cussonia angolensis,Cussonia angolensis,(Seem.) Hiern
Cyanea acuminata Hillebr.,Cyanea acuminata,Cyanea acuminata,(Gaudich.) Hillebr.
Cyanea atra Hillebr,Cyanea atra,Cyanea macrostegia,Hillebr.
Cyanea shipmannii Rock,Cyanea shipmanii,Cyanea shipmanii,Rock
Cyanea tritomantha Gray,Cyanea tritomantha,Cyanea tritomantha,A.Gray
Catasotum Cycnoches,Catasetum,Catasetum,Rich. ex Kunth
Cyanostegia angustifolia Turcz.,Cyanostegia angustifolia,Cyanostegia angustifolia,Turcz.
Cyathea aramaganensis Kanet.,Cyathea aramaganensis,Sphaeropteris aramaganensis,(Kaneh.) R.M.Tryon
Cyathea fauriei (Christ) Copel,Cyathea fauriei,Alsophila spinulosa,(Wall. ex Hook.) R.M.Tryon
Cyathea manniana Hook.,Cyathea manniana,Alsophila manniana,(Hook.) R.M.Tryon
Cyathodes abietana R.Br.,Cyathodes abietina,Leptecophylla abietina,(Labill.) C.M.Weiller
Cyathodes acerosa R.Br.,Cyathodes acerosa,Leptecophylla juniperina,(J.R.Forst. & G.Forst.) C.M.Weiller
Cyathodes colensoi Hook. f.,Cyathodes colensoi,Acrothamnus colensoi,(Hook.f.) Quinn
Cyathodes frazeri (A.Cunn.) Allan,Cyathodes fraseri,Styphelia nesophila,(DC.) Sleumer
Cyathodes parvifolia R.Br.,Cyathodes parvifolia,Leptecophylla parvifolia,(R.Br.) Jarman
Cyclamen cyprium,Cyclamen cyprium,Cyclamen cyprium,Kotschy
Cyclamen europaeum,Cyclamen europaeum,Cyclamen purpurascens subsp. purpurascens,
Cyclamen libanoticum,Cyclamen libanoticum,Cyclamen libanoticum,Hildebr.
Cyclamen neapolitanum,Cyclamen neapolitanum,Cyclamen hederifolium subsp. hederifolium,
Cycleman neopolitania,Cyclamen neapolitanum,Cyclamen hederifolium subsp. hederifolium,
Cyclamen neapolitanum 'APOLLO',Cyclamen,Cyclamen,L.
Cyclamen repandum,Cyclamen repandum,Cyclamen repandum,Sm.
Cyclamen rohlfsianum,Cyclamen rohlfsianum,Cyclamen rohlfsianum,Asch.
Cyclamen vernum,Cyclamen vernum,Cyclamen repandum var. repandum,
Cyclanthera explodens,Cyclanthera explodens,Cyclanthera brachystachya,(DC.) Cogn.
Cyclea hypoleuca (Schaw.) Diels.,Cyclea hypoglauca,Cyclea hypoglauca,(Schauer) Diels
Cyclocarya paliurus (Batal.) Iljins.,Cyclocarya paliurus,Cyclocarya paliurus,(Batalin) Iljinsk.
Cyclopia tenuifolia,Cyclopia tenuifolia,Cyclopia maculata,(Andrews) Kies
Cycnoches chlorochilon Lindl.,Cycnoches chlorochilon,Cycnoches chlorochilon,Klotzsch
Cyladenia humilis Benth. var. venusta,Caladenia,Caladenia,R.Br.
Cylindrophyllum calamiforme N.E. Br.,Cylindrophyllum calamiforme,Cylindrophyllum calamiforme,(L.) Schwantes
Cylista scariosa Roxb.,Cylista scariosa,Paracalyx scariosus,(Roxb.) Ali
Cymbidiella rhodochila Rolfe,Cymbidiella rhodochila,Eulophia pardalina,(Rchb.f.) M.W.Chase & Schuit.
Cymbidium hybrid,Cymbidium,Cymbidium,Sw.
Cymbidium Bodmin Moor #4,Cymbidium,Cymbidium,Sw.
Cymbidium hybrid 'Bodmin Moor',Cymbidium,Cymbidium,Sw.
Cymbidium Ethel Ward' #1,Cymbidium,Cymbidium,Sw.
Kings Ford' Cymbidium Marmie Kingfish,Tinus,Viburnum,L.
Cymbidium 'Marmie Kingsford,Cymbidium,Cymbidium,Sw.
Cymbidium'Owen Sherman 1,,,
Cymbidium 1 Peraxie No,Cymbidium,Cymbidium,Sw.
"Hybrid of Cymbidium X Ramboda #5""",Fabria,Ruellia,Plum. ex L.
Cymbidium hybrid 'Ramley',Cymbidium,Cymbidium,Sw.
Cymbidium Vesper',Cymbidium,Cymbidium,Sw.
Cymbidium 'Blue Smoke X Balkine',Cymbidium,Cymbidium,Sw.
Cynanchum perrieri Choux,Cynanchum perrieri,Cynanchum perrieri,Choux
Cynoglossum amplifolium Hochst.,Cynoglossum amplifolium,Cynoglossum amplifolium,Hochst. ex A.DC.
Cynoglossum Grande Dougl.,Cynoglossum,Cynoglossum,L.
Cynomorium coccineum L.,Cynomorium coccineum,Cynomorium coccineum,L.
Solanum Cyphomandra det. L.B.Smith,Cyphomandra ulei,Solanum obliquum,Ruiz & Pav.
Cypripedium fasciculatum Kell.,Cypripedium fasciculatum,Cypripedium fasciculatum,Kellogg
Cypripedium montanum Dougl. ex Lindl.,Cypripedium montanum,Cypripedium montanum,Douglas ex Lindl.
Cypripedium pubescens,Cypripedium pubescens,Cypripedium parviflorum var. pubescens,(Willd.) O.W.Knight
Cyrtoglottis peruviana C. Schweinfurth,Cyrtoglottis peruviana,Maxillaria schweinfurthiana,(Garay & M.Wirth) Molinari
Cyrtopodium poecilum Rchb. f. & Warm. ?,Cyrtopodium poecilum,Cyrtopodium poecilum,Rchb.f. & Warm.
Cyrtorchis arcuata (Lindl.) Schltr. ssp. arcuata,Cyrtorchis arcuata subsp. arcuata,Cyrtorchis arcuata subsp. arcuata,
Cyrtorchis arcuata (Lindl.) Schltr. ssp. variabilis Summerh.,Cyrtorchis arcuata subsp. variabilis,Cyrtorchis arcuata subsp. arcuata,
arcuata var. variabilis Cyrtorchis arcuataves,Cyrtorchis arcuata var. variabilis,Cyrtorchis arcuata subsp. arcuata,
Cyrtorchis arcuata Schlecht. var. whytei Summerh. Section Cyrtorchis,Cyrtorchis arcuata var. whytei,Cyrtorchis arcuata subsp. whytei,(Rolfe) Summerh.
Cyrtorchis hamata Schltr.,Cyrtorchis hamata,Cyrtorchis hamata,(Rolfe) Schltr.
Cytisus proliferus L.f.,Cytisus proliferus,Chamaecytisus proliferus,(L.f.) Link
Cytisus proliferus L.f. var. canarieae Christ,Cytisus proliferus var. canariae,Chamaecytisus proliferus subsp. proliferus,
Cytisus proliferus Lef. var. palmensis Christ,Cytisus proliferus var. palmensis,Chamaecytisus proliferus subsp. palmensis,(Christ) G.Kunkel
Cytisus rosmarinifolius L.,,,
Cytisus virgatus (Link)Vukot,Cytisus virgatus,Genista tenera,(Jacq. ex Murray) Kuntze
Daboecia azorica X D. cantabrica Koch var. atropurpurea,Daboecia,Daboecia,D.Don
Daboecia cantabrica Koch var. alba Dipp.,Daboecia cantabrica var. nana,Daboecia cantabrica,(Huds.) K.Koch
Dacrydium franklinii Hook. f.,Dacrydium franklinii,Lagarostrobos franklinii,(Hook.f.) Quinn
Dactylopsis digitata (Ait.) N.E. Br.,Dactylopsis digitata,Mesembryanthemum digitatum,Aiton
Dactylorchis maculata (L. Verm.,Dactylorchis maculata,Dactylorhiza maculata,(L.) Soó
Daemonorops margaritae (Hance) Becc.,Daemonorops margaritae,Calamus melanochaetes,(Blume) Miq.
Damnacanthus indicus Gaertn.,Damnacanthus indicus,Damnacanthus indicus,C.F.Gaertn.
Dampiera spicigera Benth.,Dampiera spicigera,Dampiera spicigera,Benth.
Dampiera wellsiana F. Muell.,Dampiera wellsiana,Dampiera wellsiana,F.Muell.
Danaea elliptica,Danaea elliptica,Danaea nodosa,(L.) Sm.
Daphne longilobata (Lecomte) Turrill,Daphne longilobata,Daphne longilobata,(Lecomte) Turrill
Darwinia citriodora Benth.,Darwinia citriodora,Darwinia citriodora,(Endl.) Benth.
Darwinia neildiana F. Muell.,Darwinia neildiana,Darwinia neildiana,F.Muell.
Darwinda speciosa (Meissn.) Benth.,Darwinia speciosa,Darwinia speciosa,(Meisn.) Benth.
Dasypogon bromelii folius R.Br.,Dasypogon,Dasypogon,R.Br.
Datura candida Pasq.,Datura × candida,Brugmansia × candida,Pers.
Datura candida 'OCRE',Datura,Datura,L.
Daubentonia punicea DC,Daubentonia punicea,Sesbania punicea,(Cav.) Benth.
Daviesia corymbosa Sm.,Daviesia corymbosa,Daviesia corymbosa,Sm.
Degeneria vitiensis A.C. Sm. & Bail.,Degeneria vitiensis,Degeneria vitiensis,I.W.Bailey & A.C.Sm.
Delarbrea longicarpa Nolle.,Delarbrea longicarpa,Delarbrea longicarpa,R.Vig.
Delosperma lineare L. Bol.,Delosperma lineare,Delosperma lineare,L.Bolus
Delosperma luteum L.Bol.,Delosperma luteum,Delosperma luteum,L.Bolus
Delosperma mariae L.Bol.,Delosperma mariae,Delosperma mariae,L.Bolus
Delosperma steytlerae L.Bol.,Delosperma steytlerae,Delosperma steytlerae,L.Bolus
Delosperma uitenhagense L.Bol.,Delosperma uitenhagense,Delosperma uitenhagense,L.Bolus
Delostoma roseum Schum.,Delostoma roseum,Delostoma integrifolium,D.Don
Delphiniums p.,Delphinium,Delphinium,Tourn. ex L.
Delphinium (white),Delphinium,Delphinium,Tourn. ex L.
"Delphinium (small, lavender-f1rd.)",Delphinium,Delphinium,Tourn. ex L.
Delphinium dasyanthum,Delphinium dasyanthum,Delphinium dasyanthum,Kar. & Kir.
Delphinium dasycaulon Fresen.,Delphinium dasycaulon,Delphinium dasycaulon,Fresen.
Delphinium depauperatum Nutt. ex T. & G.,Delphinium depauperatum,Delphinium depauperatum,Nutt.
Delphinium formosum Boiss. & Huet.,,,
Delphinium hesperium Gray    var. recurvatum (Greene) Davis,Delphinium hesperium var. recurvatum,Delphinium recurvatum,Greene
Delphinium leroyi Franch. ex Hutch.,Delphinium leroyi,Delphinium leroyi,Franch. ex Huth
Delphinium parishii Gray,Delphinium parishii,Delphinium parishii,A.Gray
Delphinium semibarbatum Bienert,Delphinium semibarbatum,Delphinium semibarbatum,Bien. ex Boiss.
Dendrobium amoeanum Wall.,Dendrobium amoenum,Dendrobium amoenum,Wall. ex Lindl.
Dendrobium dixanthum Rchb. f.,Dendrobium dixanthum,Dendrobium dixanthum,Rchb.f.
"Dendrobium fibbriatum Hook. var. oculetum Hook. det. Sir Geo. Taylor, Dir., Kew Gdns. I-68",Dendrobium fimbriatum var. oculatum,Dendrobium fimbriatum,Hook.
Dendrobium guamense Ames,Dendrobium guamense,Dendrobium guamense,Ames
Dendrobium kraemeri Schltr.,Dendrobium kraemeri,Dendrobium kraemeri,Schltr.
Dendrobium moniliforme Sw.,Dendrobium moniliforme,Dendrobium moniliforme,(L.) Sw.
Dendrobium moorei F.Muell.,Dendrobium moorei,Dendrobium moorei,F.Muell.
Dendrobium nanarauticolum Fukuy.,Dendrobium nanarauticola,Dendrobium parvulum subsp. minutum,(Schltr.) Ormerod
Dendrobium ponapense Schltr.,Dendrobium ponapense,Dendrobium ponapense,Schltr.
Dendrobium rotundatum,Dendrobium rotundatum,Dendrobium rotundatum,(Lindl.) Hook.f.
Dendrobium ? wattii Rchb. f.,Dendrobium,Dendrobium,Sw.
Dendrobium wattii Rchb. f. vel. aff.,Dendrobium wattii,Dendrobium wattii,(Hook.f.) Rchb.f.
Dendrobium wilmsianum Schltr.,Dendrobium wilmsianum,Dendrobium compactum,Rolfe ex Hemsl.
Dendrocalamus gigantea Munro,Dendrocalamus giganteus,Dendrocalamus giganteus,Munro
Dendrocereus nudiflorus (Engelm.)I Br. & R.,Dendrocereus nudiflorus,Leptocereus nudiflorus,(Engelm. ex C.Wright) D.Barrios & S.Arias
Dendrocnide excelsa,Dendrocnide excelsa,Dendrocnide excelsa,(Wedd.) Chew
Dendrophylax fawcettii Rolfe,Dendrophylax fawcettii,Dendrophylax fawcettii,Rolfe
Dendrostellera lessertii Van Tiegh.,Dendrostellera lessertii,Diarthron lessertii,(Wikstr.) Kit Tan
Dentaria so.,Dentaria,Cardamine,L.
Dentaria californica Nutt. var. cardiophylla (Greene) Howell,Dentaria californica var. cardiophylla,Cardamine californica,(Nutt.) Greene
Dentaria californica Nutt. var. sinuata (Greene) Detl.,Dentaria californica var. sinuata,Cardamine californica,(Nutt.) Greene
Deschampsia caespitosa ssp. holciformie,Deschampsia,Deschampsia,P.Beauv.
Descuraenia gonzalezii Svent.,Descurainia gonzalezii,Descurainia gonzalezii,Svent.
Desmodium cinerascens Fr.,Desmodium cinerascens,Desmodium cinerascens,A.Gray
Desmodium conzattii Greenm.,Desmodium conzattii,Desmodium conzattii,Greenm.
Desmodium gyrans DC.,Desmodium gyrans,Codariocalyx motorius,(Houtt.) H.Ohashi
Desmodium vitaefolium,Desmodium,Desmodium,Desv.
Deutorocohnia chrysantha,Deuterocohnia chrysantha,Deuterocohnia chrysantha,(Phil.) Mez
Deuterocohnia chrysantha,Deuterocohnia chrysantha,Deuterocohnia chrysantha,(Phil.) Mez
Deutzia hypoleuca Maxim.,Deutzia hypoleuca,Deutzia maximowicziana,Makino
Deutzia wilsonnii var. discolor candida,Deutzia,Deutzia,Thunb.
Diamorpha cymosa (Nutt.)Britton,Diamorpha cymosa,Sedum smallii,(Britton) H.E.Ahles
Dianthus corymbosus Sibth. & Sm.,Dianthus corymbosus,Dianthus corymbosus,Sm.
Deaphananthe fragrantissima Schlecht. Section Diaphananthe,Diaphananthe fragrantissima,Diaphananthe fragrantissima,(Rchb.f.) Schltr.
Lobolio diastatea micrantha (HBK) McVaugh det. R. McVaugh 1965,Lobelia digitata,Cyphia digitata,(Thunb.) Willd.
Dicentra pauciflora Wats.,Dicentra pauciflora,Dicentra pauciflora,S.Watson
Dichaea bradeorum Schltr.,Dichaea bradeorum,Dichaea morrisii,Fawc. & Rendle
Dichaea cf. cryptarrhena Rchb. f. ex Kränzl.,Dichaea,Dichaea,Lindl.
Dichaea hystricina Rchb. f.,Dichaea hystricina,Dichaea hystricina,Rchb.f.
Di chapetalum guineense (DC) Keay,Bia,Bia,Klotzsch
Dichopogon fimbriatus (R. Br.) Macbride,Dichopogon fimbriatus,Dichopogon fimbriatus,(R.Br.) J.F.Macbr.
Dichopogon strictus (R.Br.) J.G. Baker,Dichopogon strictus,Arthropodium strictum,R.Br.
Dichorisandra thyrsiflora Mikan.,Dichorisandra thyrsiflora,Dichorisandra thyrsiflora,J.C.Mikan
Dichronema colorata (L.) A. Hitchc.,Micronema,Micromeria,Benth.
Dichromena latifolia Baldw.,Dichromena latifolia,Rhynchospora latifolia,(Baldwin ex Elliott) W.W.Thomas
Dichrostachys sp.,Dichrostachys,Dichrostachys,(A.DC.) Wight & Arn.
Dichrostachys cinerea (L.) Wight & Arn.,Dichrostachys cinerea,Dichrostachys cinerea,(L.) Wight & Arn.
Didymaea mexicana Hook. f.,Didymaea mexicana,Didymaea mexicana,Hook.f.
Didymaotus minor,Didymaotus,Didymaotus,N.E.Br.
Dieffenbachia picta Schott.,Dieffenbachia picta,Dieffenbachia seguine,(Jacq.) Schott
UM Dierama pendula Baker,Dierama pendulum,Dierama pendulum,(L.f.) Baker
Dieranthera,Diuranthera,Diuranthera,Hemsl.
Diervilla middendorffiana Carr.,Diervilla middendorffiana,Weigela middendorffiana,(Carrière) K.Koch
Dietes prolongata,Dietes prolongata,Dietes iridioides subsp. iridioides,
Dietes vegeta (L.) N.E.Br.,Dietes vegeta,Moraea vegeta,L.
Digitalis ciliata Trautv.,Digitalis ciliata,Digitalis ciliata,Trautv.
Digitalis dubia,Digitalis dubia,Digitalis minor var. minor,
Dilatris ixioides Lam.,Dilatris ixioides,Dilatris ixioides,Lam.
Dillenia philippinensis Rolfe,Dillenia philippinensis,Dillenia philippinensis,Rolfe
Dillwynia hispida Lindl.,Dillwynia hispida,Dillwynia hispida,Lindl.
Dinteranthus inexpectatus Dtr.,Dinteranthus inexpectatus,Dinteranthus inexpectatus,(Dinter) Schwantes
Dinteranthus Bole-evansii (N.E.Br) Schw.,Dinteranthus,Dinteranthus,Schwantes
Dinteranthus puberulus N.E.Br.,Dinteranthus puberulus,Dinteranthus puberulus,N.E.Br.
Dioscorea floribunda M. +G.,Dioscorea floribunda,Dioscorea floribunda,M.Martens & Galeotti
Dioscorea (Testudinaria) hemicrypta Burkh. II,Dioscorea,Dioscorea,Plum. ex L.
Diospyros ebenaster Retz.,,,
Diospyros kaki L. f. 'HACHIYA',Diospyros,Diospyros,L.
Diospyros kaki L. f. 'HANA FUYU',Diospyros,Diospyros,L.
Diospyros kaki L. f.'NONAN RED',Diospyros,Diospyros,L.
Diospyros vaccinioides Lindl.,Diospyros vaccinioides,Diospyros vaccinioides,Lindl.
Diplacus aridus (Abrams) Grant,Diplacus aridus,Diplacus aridus,Abrams
Dipladenia x amoena Moore,Dipladenia,Mandevilla,Lindl.
Diplandra lopezioides Hook. & Arn.,Diplandra lopezioides,Lopezia lopezioides,"(Hook. & Arn.) Plitmann, P.H.Raven & Breedlove"
Diplandra lopezoides Hook. & Arn.,Diplandra lopezioides,Lopezia lopezioides,"(Hook. & Arn.) Plitmann, P.H.Raven & Breedlove"
Diplocaulobium,Diplocaulobium,Dendrobium,Sw.
Diploclisia glaucescens (B1.) Diels.,Diploclisia glaucescens,Diploclisia glaucescens,(Blume) Diels
Diplocyatha ciliata N. E. Brown,Diplocyatha ciliata,Orbea ciliata,(Thunb.) L.C.Leach
Diplolaena angustifolia Hook.,Diplolaena angustifolia,Diplolaena angustifolia,Hook.
Diplopappus filifolius,Diplopappus filifolius,Felicia filifolia,(Vent.) O.Hoffm. ex Burtt Davy
Diplostephium cajamarquillensis Cabr. det. J. Cuatrecasas 1965,Diplostephium cajamarquillense,Diplostephium cajamarquillense,Cuatrec.
Dipsacus fullonum L.,Dipsacus fullonum,Dipsacus fullonum,L.
Dipsacus pinnatifidus Steud. ex Rich.,Dipsacus pinnatifidus,Dipsacus pinnatifidus,Steud. ex A.Rich.
Dipsacus sylvestris Mill.,Dipsacus sylvestris,Dipsacus fullonum,L.
Dirachma socotrana Schweinf. ex Balf. f.,Dirachma socotrana,Dirachma socotrana,Schweinf. ex Balf.f.
Dirichletia obovata Balf. f.,Dirichletia obovata,Dirichletia obovata,Balf.f.
Dirichletia ? verrulosa Balf. f.,Dirichletia,Dirichletia,Klotzsch
Disa racemosa,Disa racemosa,Disa racemosa,L.f.
Discaria serratifolia . Benth.&Hook. f. ex Gard.,Discaria × serratifolia,Discaria × serratifolia,(Miers) Benth. & Hook.f. ex Mast.
Dischisma arenarium,Dischisma arenarium,Dischisma arenarium,E.Mey.
Disocactus acuminatus (Cuf.) Kimn.,Disocactus acuminatus,Pseudorhipsalis acuminata,Cufod.
Disocactus alatus (Swartz) Kimn.,Disocactus alatus,Pseudorhipsalis alata,(Sw.) Britton & Rose
